customer_id,event_date,event_type,event_value
100722,2023-03-08,login,11.64
103019,2024-03-27,share,13.66
101314,2024-03-20,login,83.8
101371,2023-08-06,login,29.14
103551,2024-08-11,login,72.64
103177,2024-03-12,purchase,60.15
104208,2023-07-24,share,14.36
102940,2024-07-18,share,93.58
101150,2023-03-23,search,66.08
102471,2023-10-06,share,24.01
104923,2025-05-29,share,72.2
102321,2024-09-17,search,64.0
101427,2023-10-14,login,34.05
100267,2023-03-23,search,56.95
101984,2023-01-04,purchase,90.24
104001,2023-05-22,login,42.33
102603,2025-01-05,watch,47.89
100423,2023-07-08,login,99.75
103052,2023-07-09,share,96.54
100834,2023-08-09,login,89.33
102154,2025-04-27,login,25.41
101549,2023-11-20,watch,73.62
104638,2024-10-15,purchase,5.4
101612,2023-02-22,login,37.22
103117,2024-10-18,share,88.74
100097,2025-03-12,purchase,30.68
102580,2023-12-01,share,40.0
100637,2024-04-02,watch,69.2
103753,2024-04-11,share,84.98
100449,2024-07-30,purchase,50.54
100644,2024-02-21,search,37.15
102487,2023-07-12,login,75.19
103020,2024-04-10,search,47.24
101945,2024-05-17,login,20.34
101314,2023-04-11,login,35.34
104238,2024-06-03,share,45.54
101352,2023-04-15,purchase,11.34
103698,2025-02-21,watch,24.88
102783,2025-04-19,watch,55.13
100541,2023-04-30,login,6.53
101895,2025-04-15,watch,55.18
100559,2023-06-02,login,43.53
101857,2025-05-04,purchase,15.61
101252,2024-08-12,search,87.06
103438,2024-07-02,search,1.66
102466,2023-05-11,login,39.69
100021,2023-05-31,share,66.18
100455,2025-05-22,purchase,77.3
101168,2024-03-19,login,83.79
103847,2023-05-23,purchase,48.92
100115,2025-06-15,purchase,17.74
101037,2024-03-15,share,11.8
102971,2025-06-11,search,61.26
102993,2023-05-24,purchase,94.34
100685,2025-05-24,login,70.36
103852,2024-03-16,search,43.33
103781,2024-10-19,login,45.71
101375,2023-09-07,search,63.08
103873,2023-08-12,purchase,68.15
104143,2024-05-21,share,41.71
102532,2023-08-02,login,42.49
101688,2023-02-07,watch,40.17
104611,2023-04-01,login,92.97
101212,2023-11-09,login,57.26
102154,2023-08-20,purchase,49.08
102379,2025-04-04,login,76.56
102958,2024-03-26,login,69.18
102603,2023-08-14,share,79.28
100646,2025-03-08,share,87.35
101372,2024-02-16,watch,63.98
102354,2023-08-06,login,25.69
103097,2025-04-20,login,18.34
102198,2024-10-04,watch,46.96
101920,2024-11-07,search,32.57
102076,2024-06-16,login,62.89
100632,2023-10-31,share,19.62
100128,2024-08-09,search,80.65
101802,2023-12-01,share,26.88
100127,2023-02-11,watch,30.27
103992,2024-02-10,login,13.07
101550,2023-08-20,share,26.91
103718,2024-06-27,share,35.56
104039,2023-12-13,purchase,9.57
103107,2025-04-30,purchase,12.99
103609,2023-09-12,login,4.5
104495,2023-04-11,search,89.15
104876,2024-12-10,search,24.94
102393,2023-05-22,login,67.5
102019,2023-08-16,purchase,57.71
104179,2024-04-25,watch,99.47
104976,2023-07-06,watch,9.42
102018,2025-01-07,search,18.7
101495,2024-03-08,purchase,51.75
101496,2023-11-18,share,94.66
102744,2024-09-07,watch,78.23
104933,2025-02-10,login,10.21
101153,2024-09-14,watch,18.67
104130,2024-04-14,purchase,88.21
104164,2024-04-03,login,32.47
100349,2024-12-18,login,35.69
100216,2023-08-29,share,44.42
100665,2023-05-21,share,48.27
104902,2024-02-12,share,47.55
103489,2025-03-14,login,65.2
101805,2024-12-15,search,81.92
104773,2023-11-15,watch,25.97
103049,2023-11-16,login,83.24
104409,2023-10-04,watch,39.95
101489,2025-03-28,search,79.54
101519,2023-12-24,login,78.37
103027,2024-11-22,login,86.95
104571,2025-02-07,watch,51.92
102060,2025-01-17,watch,75.02
100219,2024-11-06,search,21.04
101663,2024-05-21,share,60.89
104662,2023-06-29,purchase,13.06
102710,2023-08-21,share,81.68
103020,2023-06-26,purchase,78.73
103017,2024-07-12,share,49.72
100873,2024-03-22,watch,69.56
100857,2023-02-17,search,45.73
103359,2024-03-12,purchase,67.91
100920,2024-12-13,login,93.27
101034,2023-07-25,watch,50.52
100333,2023-06-14,search,2.63
100573,2024-07-06,search,22.8
101578,2024-12-24,login,21.64
104794,2023-05-18,login,95.6
104324,2023-07-01,watch,32.67
102332,2025-04-08,purchase,78.54
104516,2024-11-16,search,71.21
103786,2024-03-22,watch,15.71
101993,2024-08-03,watch,53.61
100706,2023-04-26,watch,17.09
104182,2025-02-12,login,89.09
100797,2024-02-22,login,59.14
102906,2023-11-24,watch,48.67
103344,2024-08-15,search,28.94
101867,2024-11-11,share,44.73
103646,2024-10-18,purchase,55.95
100885,2023-09-18,search,83.69
103355,2023-04-12,purchase,9.74
104196,2024-07-06,share,36.0
102583,2023-10-02,watch,79.63
104811,2023-09-25,watch,89.37
104869,2023-04-15,purchase,5.48
100471,2023-06-06,purchase,86.72
102689,2023-07-04,share,43.27
101369,2025-06-02,purchase,52.93
103663,2024-08-09,watch,81.84
101921,2024-11-12,purchase,35.65
101381,2023-02-04,share,19.29
101805,2024-06-01,search,61.78
102515,2023-05-23,search,66.55
100404,2025-04-06,watch,20.47
104815,2023-03-02,login,73.99
104951,2024-11-06,purchase,75.19
104179,2023-12-23,share,68.55
102555,2025-04-28,purchase,19.15
104748,2024-06-26,share,27.93
103116,2024-11-30,watch,14.23
100473,2024-05-26,login,87.31
103494,2024-06-06,share,50.49
103059,2023-09-18,login,70.12
103847,2024-08-04,watch,62.33
103165,2024-01-31,share,29.1
104960,2023-06-20,search,24.21
101954,2024-10-06,watch,16.38
104238,2025-06-12,share,59.52
102094,2023-08-02,share,30.61
102829,2024-12-22,login,76.68
101116,2024-09-01,purchase,86.01
104875,2023-05-24,share,46.4
100124,2024-04-04,login,27.5
100640,2023-08-29,watch,81.74
101014,2025-05-22,share,31.01
103120,2025-02-08,login,70.42
104212,2024-03-20,login,98.7
102417,2023-07-08,watch,79.33
103764,2024-05-13,purchase,39.64
100021,2025-02-18,search,49.86
104186,2023-08-13,share,70.27
101738,2025-04-17,watch,61.2
101988,2023-12-27,share,76.65
101379,2025-01-31,search,17.83
103118,2023-08-29,login,40.08
104697,2024-06-13,search,36.92
102259,2024-09-11,share,71.95
102518,2024-06-17,purchase,93.99
102794,2024-08-11,share,10.56
103631,2024-10-27,login,30.58
101166,2023-09-14,share,68.3
102221,2025-03-20,share,2.92
101386,2023-07-18,watch,99.27
102597,2024-09-12,purchase,1.48
102678,2023-01-02,search,97.92
100635,2024-07-29,search,40.87
103569,2023-02-14,share,85.89
101523,2023-03-19,login,32.53
102637,2023-08-23,purchase,37.07
101706,2025-01-15,search,53.6
100641,2025-06-08,share,73.52
103641,2025-04-12,login,68.74
104635,2023-02-20,watch,70.37
102553,2024-04-26,watch,85.73
104536,2024-12-07,login,24.19
103102,2023-11-27,login,52.25
102623,2024-08-03,watch,15.36
103027,2024-02-22,search,82.24
104698,2024-02-24,search,55.62
103819,2024-08-19,login,64.71
101987,2024-09-22,share,55.65
101491,2023-09-24,share,48.54
102688,2024-04-21,login,90.99
103256,2024-11-27,share,83.82
100211,2024-04-29,login,27.54
102714,2024-09-01,share,44.21
103949,2024-04-04,watch,86.01
104937,2025-06-17,purchase,62.66
103327,2024-01-04,search,40.21
100229,2025-05-29,login,11.61
104099,2023-10-05,search,64.8
104436,2025-05-22,watch,83.87
102294,2024-05-31,share,26.18
102082,2024-02-02,watch,90.64
100381,2024-02-08,purchase,7.81
104881,2024-10-14,search,43.45
102864,2024-06-09,search,1.94
102934,2024-12-05,purchase,51.87
104016,2023-06-13,login,30.76
101227,2024-11-07,watch,94.81
103541,2024-09-21,search,58.68
101637,2024-08-25,search,48.94
100144,2024-05-28,search,62.02
103069,2023-03-10,search,99.33
101412,2024-05-10,login,30.92
101040,2023-01-19,search,80.02
103091,2024-03-03,search,98.92
101631,2023-01-19,share,70.21
100806,2024-09-01,watch,4.94
103403,2024-07-19,watch,40.28
104550,2024-03-17,login,14.25
101868,2024-07-19,login,55.63
104026,2024-02-08,share,54.95
103810,2023-02-19,purchase,80.28
104923,2023-12-10,share,43.22
103399,2023-12-04,search,52.75
102765,2024-07-14,purchase,9.99
101986,2023-10-18,share,80.34
104937,2025-05-02,purchase,41.62
103730,2023-03-31,watch,44.12
101295,2025-04-06,search,99.2
100624,2024-06-07,login,90.18
103379,2024-04-27,watch,58.08
103328,2023-02-06,search,52.6
101909,2025-01-14,search,88.44
102851,2024-03-15,purchase,72.93
104239,2023-05-22,purchase,16.6
104694,2023-12-04,share,51.13
104676,2023-08-13,share,66.92
102163,2025-03-17,purchase,93.68
102567,2024-07-08,purchase,96.71
102164,2023-03-13,purchase,43.68
103261,2024-08-26,search,1.78
101782,2024-07-20,share,23.96
101300,2025-05-30,purchase,64.75
103658,2025-03-17,search,36.63
102146,2023-05-31,purchase,11.83
104657,2023-11-04,share,40.45
100649,2024-05-30,purchase,66.3
100508,2025-01-15,purchase,74.48
104684,2024-07-31,login,31.92
100353,2023-02-15,search,78.86
104921,2025-01-27,watch,93.97
100360,2023-02-28,purchase,56.03
103047,2023-07-23,search,88.43
100821,2023-04-05,search,39.47
103930,2023-03-16,login,95.98
103131,2025-02-20,watch,27.6
101967,2024-05-10,search,37.74
102920,2025-04-06,login,47.72
100096,2023-09-13,purchase,68.54
103713,2023-11-25,watch,23.56
104327,2024-05-14,search,53.01
101218,2024-03-24,search,78.79
102487,2023-04-18,watch,50.09
100517,2024-11-07,login,65.7
100184,2024-03-18,search,72.43
100702,2023-10-23,purchase,79.09
103329,2023-05-02,purchase,70.87
103380,2023-02-17,search,88.49
102197,2024-08-12,share,44.93
101195,2025-03-22,share,79.75
102330,2024-11-23,watch,92.82
104939,2024-11-20,search,41.05
101370,2024-11-19,watch,98.03
103328,2025-01-16,watch,90.41
100127,2024-03-21,purchase,88.11
101902,2023-01-18,login,85.71
101431,2024-08-06,search,3.74
103188,2023-06-11,purchase,92.76
103497,2023-10-28,purchase,35.68
103415,2025-01-25,search,91.08
102788,2023-10-01,search,47.26
100415,2024-01-27,watch,95.92
101430,2023-08-17,login,90.87
104871,2023-06-26,login,53.92
103323,2023-02-07,login,62.15
100840,2024-01-26,share,82.75
100360,2023-09-22,purchase,47.17
103744,2023-09-18,search,9.61
100595,2024-08-07,login,41.5
102995,2024-12-31,watch,65.48
103335,2025-04-12,watch,33.36
102955,2024-02-11,search,52.82
101159,2024-08-10,login,86.58
100134,2024-08-19,search,33.98
102781,2024-06-24,share,86.97
100763,2023-12-12,watch,53.79
101100,2024-02-28,share,27.02
103470,2023-11-02,purchase,44.83
102593,2025-05-27,watch,86.53
104077,2024-06-22,purchase,46.33
102116,2024-04-07,share,51.33
103201,2023-08-23,login,69.66
104879,2023-10-08,search,81.82
100890,2023-03-07,purchase,12.38
104581,2023-04-11,search,66.15
103741,2023-10-09,search,92.93
100843,2024-04-10,purchase,74.36
102567,2025-01-19,login,50.83
103433,2025-04-23,share,24.63
100527,2025-06-05,search,50.99
104793,2023-01-10,purchase,12.1
102990,2024-06-18,share,42.84
104929,2023-11-21,share,57.57
102044,2023-04-27,share,33.13
101238,2023-05-03,purchase,40.55
104803,2023-07-30,watch,81.03
104960,2023-03-24,search,49.89
100881,2025-04-21,purchase,2.75
100535,2025-03-29,watch,80.81
102919,2024-11-06,watch,42.89
103730,2023-11-24,search,15.38
100092,2023-12-16,login,43.67
104965,2023-10-12,search,66.79
102591,2025-05-21,purchase,68.21
103472,2025-01-07,share,83.42
103375,2023-02-13,share,9.44
100700,2024-01-16,purchase,83.97
101278,2023-07-23,share,14.83
100124,2023-02-04,login,66.63
103279,2025-05-19,watch,97.28
101353,2023-10-18,share,76.64
104373,2024-02-19,watch,85.59
103739,2023-08-04,login,10.7
100188,2023-04-21,login,51.55
100713,2023-06-09,login,51.65
102365,2024-05-11,watch,40.23
104283,2023-10-29,watch,92.27
101935,2025-06-02,share,32.5
102502,2025-06-17,watch,90.24
102362,2024-07-29,watch,14.3
104762,2024-05-23,login,82.35
103989,2024-06-11,login,88.17
101060,2023-04-07,login,62.05
101794,2025-05-29,purchase,36.75
102771,2023-06-28,purchase,74.02
103037,2025-06-03,watch,91.3
104723,2023-07-20,login,41.24
100828,2023-11-23,watch,52.89
103055,2024-11-08,share,56.46
101240,2024-05-23,watch,41.39
100272,2023-01-28,watch,9.57
103420,2023-10-22,purchase,15.49
103027,2025-03-05,purchase,50.99
103084,2024-01-05,purchase,33.99
102950,2023-10-09,watch,84.85
102782,2023-10-18,share,84.8
101470,2024-12-07,login,57.76
104071,2023-11-07,login,22.33
101580,2023-10-10,login,96.89
101391,2023-09-17,share,31.3
100734,2023-02-26,login,7.38
102486,2023-04-27,search,56.01
103739,2023-03-31,search,7.09
101414,2024-09-27,purchase,32.32
104160,2024-11-21,watch,95.59
104189,2024-04-08,purchase,75.31
103337,2023-08-06,share,1.61
103226,2023-10-16,watch,17.74
104613,2023-08-08,share,78.2
102284,2024-02-18,search,20.61
102079,2023-05-18,purchase,22.48
103827,2023-09-20,purchase,45.31
101801,2024-07-01,watch,44.35
101450,2025-05-31,purchase,18.45
100340,2025-01-02,share,75.38
103864,2024-12-20,search,48.62
102063,2024-04-14,purchase,19.96
100092,2023-08-28,share,12.12
103935,2025-02-19,purchase,40.91
100071,2023-06-07,watch,8.69
101517,2025-04-01,watch,25.03
104151,2025-05-01,purchase,38.53
102702,2025-05-20,watch,41.98
101538,2024-03-20,purchase,86.9
100725,2024-02-06,share,50.56
103864,2025-04-06,share,75.05
101411,2025-04-07,watch,19.07
100179,2023-10-02,share,34.97
102795,2024-02-01,login,48.96
101893,2023-09-18,watch,51.28
104062,2024-03-26,login,76.52
101331,2023-01-29,search,76.23
104601,2023-12-15,share,67.5
104280,2024-10-31,search,24.18
103974,2025-01-11,share,23.53
104567,2023-03-26,purchase,91.32
100855,2023-01-03,purchase,72.51
101088,2025-03-01,login,9.26
101432,2023-02-22,login,99.27
101902,2023-04-09,watch,26.06
100477,2023-05-26,watch,6.55
102893,2025-01-20,login,61.06
101639,2023-07-03,search,67.78
102828,2025-04-06,login,43.85
102898,2024-12-07,share,8.24
102773,2023-08-23,share,22.47
104198,2023-10-04,purchase,98.01
103807,2023-10-30,login,47.46
104642,2025-04-13,purchase,69.37
103535,2023-09-08,login,32.26
103520,2024-02-13,login,6.43
100898,2024-08-04,share,37.15
104268,2023-10-02,purchase,76.4
101129,2023-10-19,purchase,80.28
104958,2024-03-09,search,3.23
101071,2023-05-24,purchase,76.79
100313,2024-02-02,login,67.8
103336,2023-07-30,purchase,27.92
102560,2025-01-09,login,39.99
104052,2025-04-06,share,14.79
100536,2025-05-04,login,32.89
101929,2023-03-29,watch,56.14
103692,2024-09-11,search,76.76
100437,2025-05-29,watch,22.44
103863,2025-02-20,share,65.16
102773,2024-01-29,purchase,14.39
101061,2024-09-30,login,97.26
100684,2023-09-28,watch,69.01
101256,2024-03-21,share,97.56
100444,2025-06-07,share,51.58
103593,2023-02-21,login,91.21
103348,2023-11-04,login,36.96
100752,2023-07-21,login,25.81
100690,2023-09-16,watch,12.93
101952,2023-10-19,watch,7.06
100979,2023-11-18,purchase,46.42
103433,2024-06-29,search,84.11
102770,2025-02-16,login,68.82
102902,2025-05-15,share,91.74
101425,2024-06-14,watch,63.05
102896,2023-06-26,search,22.82
100231,2023-11-12,watch,5.93
103126,2024-10-03,search,72.67
103736,2025-05-18,purchase,27.26
103623,2023-11-03,purchase,84.81
102644,2024-10-12,search,66.6
103153,2023-01-29,login,93.71
101949,2023-06-13,purchase,97.71
104301,2023-02-24,watch,98.58
100469,2025-02-26,login,28.47
104433,2025-05-19,watch,75.86
103605,2024-03-19,login,23.46
101897,2023-10-03,purchase,14.28
102809,2024-06-03,watch,81.16
104522,2025-04-15,purchase,81.15
101246,2023-02-10,watch,85.51
101726,2023-04-22,purchase,43.35
100538,2024-03-13,search,51.5
104547,2025-01-21,watch,55.28
100538,2023-05-06,login,45.97
103324,2023-10-02,watch,65.21
103072,2023-10-27,share,40.1
104314,2024-01-13,purchase,81.04
100064,2024-10-29,search,84.76
101206,2023-12-24,share,83.03
101680,2023-11-24,login,59.05
101717,2023-03-07,share,75.67
102027,2023-08-15,search,97.68
102055,2023-05-12,watch,23.25
103211,2025-01-29,watch,98.12
104032,2024-05-17,login,26.81
100518,2023-07-31,watch,4.33
101058,2023-05-17,watch,19.62
104371,2025-06-01,watch,82.76
103751,2024-05-28,search,68.81
103194,2024-08-30,search,1.6
101911,2023-01-25,search,39.79
102112,2023-08-28,watch,51.72
101219,2025-04-25,watch,87.02
103249,2024-01-18,watch,95.2
101497,2024-05-15,watch,65.13
101403,2024-05-15,share,66.82
101787,2024-02-21,purchase,59.4
104388,2024-06-29,search,56.5
103513,2023-12-12,share,17.61
102437,2025-06-13,share,97.46
101997,2025-03-23,watch,55.16
104916,2024-02-12,search,42.52
101494,2024-07-07,share,56.66
102054,2023-10-23,login,87.25
102380,2024-11-16,watch,82.89
101869,2024-07-24,watch,41.28
104887,2025-02-27,purchase,64.28
101192,2024-07-13,search,42.29
100490,2025-01-18,login,78.34
100621,2025-06-13,search,78.75
100348,2024-07-17,watch,45.91
100143,2023-08-25,search,76.43
100142,2023-06-24,share,80.92
102026,2024-10-16,watch,59.23
101914,2024-08-24,purchase,75.99
102133,2023-05-10,login,28.53
103664,2025-01-20,search,18.61
100581,2025-02-06,share,90.52
101188,2023-07-03,purchase,31.67
104094,2023-05-18,purchase,9.27
101155,2023-10-27,login,74.46
102257,2023-01-13,watch,90.65
100457,2025-06-07,watch,98.96
104787,2023-10-23,login,95.56
100757,2023-12-12,search,60.06
100110,2025-03-29,watch,21.2
103424,2024-11-22,search,11.55
103532,2025-02-02,share,91.25
102175,2023-11-16,share,37.48
102381,2024-01-14,watch,20.92
102813,2025-03-29,search,77.27
100044,2024-06-07,search,35.19
103227,2023-03-11,search,72.15
102034,2023-05-25,search,65.88
103092,2025-05-10,search,17.36
101771,2024-11-29,watch,83.41
103712,2023-10-19,watch,99.67
103077,2025-01-20,search,57.75
101050,2024-12-19,watch,43.43
104385,2024-02-13,purchase,35.58
104162,2023-02-05,watch,63.37
101730,2023-07-15,share,79.39
103385,2023-02-18,watch,56.51
101303,2023-10-14,purchase,27.05
101047,2024-12-16,search,29.0
104222,2025-02-02,purchase,37.49
101032,2023-11-16,share,79.39
103075,2023-11-29,search,25.4
103694,2023-11-29,share,73.57
102459,2024-04-07,search,99.26
100975,2024-04-12,purchase,79.49
102141,2025-02-04,watch,21.76
102085,2025-01-15,login,84.95
102486,2024-01-29,watch,57.28
100484,2024-03-19,watch,96.52
104546,2023-08-06,purchase,66.47
103341,2025-02-20,search,35.24
104931,2025-03-01,search,8.14
101413,2024-07-15,search,1.67
103601,2024-08-23,search,9.32
104944,2024-08-10,search,76.4
101425,2024-09-07,login,11.21
101311,2023-02-08,purchase,86.2
100698,2024-05-01,search,40.88
104502,2024-10-22,search,22.8
104145,2024-05-30,login,22.69
101279,2024-05-05,watch,38.78
102926,2025-02-04,purchase,33.57
102452,2023-03-19,purchase,60.7
102572,2025-01-13,watch,35.82
101527,2024-08-12,watch,88.06
103398,2023-08-25,search,65.9
104187,2025-05-25,login,29.21
104109,2023-05-02,purchase,78.67
103050,2023-12-15,login,51.09
101082,2023-04-23,purchase,51.54
101280,2024-11-02,purchase,36.49
103965,2023-02-28,watch,82.43
101553,2024-08-11,login,54.73
100057,2023-05-26,purchase,43.29
101467,2023-01-17,purchase,22.87
104221,2024-08-11,search,35.84
103460,2024-06-29,login,95.19
101333,2023-06-25,purchase,32.77
100769,2023-03-14,search,79.06
103186,2024-02-19,watch,54.93
101758,2025-06-06,search,51.66
104131,2024-07-04,purchase,77.68
103203,2023-05-19,login,75.06
104172,2024-06-13,purchase,9.76
104470,2023-04-10,search,10.38
102536,2023-01-11,share,36.06
102352,2023-11-23,watch,79.48
104240,2023-10-29,purchase,3.78
100395,2024-06-25,watch,70.69
104146,2025-06-02,login,90.51
103848,2023-11-16,purchase,41.15
101998,2024-07-14,share,95.39
101127,2024-08-03,share,97.89
101256,2023-12-21,watch,8.6
100403,2024-04-11,watch,80.02
104832,2023-03-15,login,87.37
101575,2023-03-22,search,8.35
101733,2025-02-09,watch,1.08
101107,2023-03-09,share,76.14
100441,2023-01-02,login,60.38
100427,2023-01-16,login,29.43
101154,2024-07-30,search,79.51
102258,2024-06-04,purchase,41.12
100033,2023-07-25,search,5.47
101327,2023-02-18,search,97.6
102923,2024-09-21,search,98.24
100589,2023-09-10,login,93.05
104025,2024-10-06,share,80.72
103319,2024-08-29,purchase,4.41
102716,2024-02-10,login,10.61
104846,2023-06-01,share,86.62
100301,2024-03-08,share,86.54
101584,2023-12-17,login,6.52
103952,2024-09-17,login,83.88
101897,2023-02-26,watch,96.85
103144,2024-10-17,purchase,10.47
104018,2024-03-14,login,60.32
103978,2023-04-12,share,94.73
100178,2024-12-22,purchase,23.49
104940,2025-02-27,share,50.38
102277,2024-10-15,search,30.23
103339,2023-07-29,search,84.29
102916,2023-11-01,watch,88.98
103642,2023-02-27,login,4.94
100867,2024-06-08,login,18.91
103235,2024-12-17,share,6.42
103653,2024-10-26,share,40.63
104760,2023-08-22,search,40.14
100661,2023-10-20,share,79.34
102421,2023-12-21,watch,67.07
100335,2024-10-19,share,16.73
104343,2023-09-20,purchase,39.56
103385,2024-04-10,purchase,16.51
101620,2023-06-26,watch,9.28
101588,2024-11-28,watch,40.3
101887,2023-03-23,login,9.15
102723,2025-03-05,purchase,78.17
102822,2023-09-20,share,57.22
100659,2023-12-09,watch,22.71
101883,2025-02-26,purchase,58.72
100656,2024-05-06,login,60.96
103978,2025-05-07,search,8.28
102337,2023-07-23,purchase,95.01
102653,2024-06-10,watch,61.64
101059,2023-11-17,watch,10.81
101171,2024-07-09,share,96.19
102318,2023-07-08,search,73.74
102254,2023-01-27,login,96.13
103749,2023-04-22,login,2.11
101537,2023-10-06,purchase,4.38
102575,2024-05-21,share,86.49
100640,2024-05-21,share,83.25
101177,2023-02-18,search,69.43
104791,2024-05-18,login,31.63
100354,2024-07-03,watch,81.21
104072,2025-02-12,purchase,52.23
102671,2025-04-09,purchase,23.95
104430,2023-04-12,login,57.31
102194,2024-07-28,purchase,42.88
102529,2024-06-09,purchase,3.86
101723,2024-04-24,search,92.9
104884,2023-07-31,login,14.06
103704,2023-09-18,share,11.11
104551,2023-10-13,login,58.75
100773,2024-10-17,share,54.53
102884,2024-01-22,share,14.01
104612,2024-02-26,login,5.02
103685,2024-09-07,share,18.21
100002,2024-01-12,purchase,76.78
103245,2025-01-17,purchase,13.48
103465,2024-07-12,search,94.06
102632,2023-04-30,search,9.48
104417,2025-03-23,login,97.86
102825,2024-03-25,watch,31.36
102825,2025-04-13,watch,43.37
100665,2024-09-09,watch,97.93
104899,2024-07-25,login,17.82
102224,2025-05-25,purchase,93.2
103506,2024-03-22,purchase,23.54
104853,2024-07-16,login,75.47
100236,2024-03-22,purchase,26.0
101642,2023-11-17,watch,1.4
103525,2024-01-12,share,27.42
104318,2024-07-30,watch,58.55
104746,2024-06-08,share,68.95
102302,2023-01-01,purchase,97.36
104266,2023-10-22,share,90.63
102252,2024-09-23,login,21.62
103808,2023-08-12,search,83.44
104428,2024-11-05,login,45.47
103443,2023-09-22,purchase,23.02
101069,2025-01-09,purchase,40.37
101230,2025-04-18,share,76.49
101668,2024-11-14,share,82.19
101636,2023-12-09,watch,34.29
101917,2024-11-01,search,76.4
101754,2024-08-25,share,31.32
103962,2023-03-14,login,65.28
103860,2023-04-29,purchase,91.71
100958,2025-02-13,watch,4.71
102871,2024-08-03,share,94.87
102217,2023-10-16,search,47.67
102113,2024-11-24,purchase,75.79
100014,2023-02-18,share,6.91
102027,2024-08-11,search,60.68
100886,2023-02-17,share,21.85
100472,2023-02-13,watch,12.14
101942,2024-10-07,search,16.69
102018,2023-03-29,login,77.12
101370,2024-09-25,share,12.13
102989,2024-03-18,login,70.11
101921,2023-07-30,watch,97.22
102540,2024-03-07,purchase,83.38
104687,2023-01-14,purchase,64.52
101298,2024-03-14,login,10.39
100765,2025-02-28,search,50.28
100966,2023-05-22,search,14.01
100100,2023-10-30,purchase,70.23
100009,2023-06-05,search,21.68
102062,2023-08-22,login,76.52
103659,2024-05-17,watch,22.3
104089,2023-06-02,purchase,44.95
101233,2025-03-10,login,57.72
101772,2023-04-16,login,65.28
102456,2023-07-28,purchase,38.16
100376,2024-12-09,purchase,2.74
101967,2023-09-07,search,6.39
103538,2023-01-21,purchase,58.32
102574,2024-01-31,watch,68.76
102729,2023-06-13,purchase,78.81
103183,2024-03-22,share,95.14
104901,2024-02-07,search,74.13
102620,2023-02-13,watch,72.64
101174,2024-05-22,search,52.44
102842,2024-08-24,login,2.36
103018,2024-01-15,purchase,54.13
104407,2024-10-20,share,18.87
102368,2023-12-25,share,76.39
101024,2024-03-24,purchase,88.26
102841,2023-07-27,login,2.22
103695,2025-03-28,search,2.18
104162,2023-08-26,login,7.6
103242,2024-01-24,purchase,24.18
101279,2023-05-21,share,39.96
104977,2023-10-19,share,42.68
100053,2023-11-29,purchase,26.09
100847,2024-06-28,purchase,32.44
101906,2024-07-27,watch,35.37
100105,2023-09-21,login,34.33
104249,2023-03-18,search,22.28
101750,2023-06-17,login,83.44
100915,2023-03-05,login,57.1
103398,2024-12-04,login,39.58
104296,2024-02-24,login,2.82
102013,2023-02-14,purchase,2.13
104271,2023-01-28,search,63.84
104448,2024-08-17,search,4.04
102652,2023-08-13,purchase,84.59
100099,2023-03-13,login,5.45
102633,2024-04-14,watch,23.43
101282,2024-05-27,search,34.19
103735,2024-04-27,share,83.11
102631,2024-01-26,purchase,86.2
102076,2024-06-17,share,8.07
102937,2025-05-25,purchase,4.61
104880,2024-08-14,login,19.07
102313,2025-03-19,share,38.45
104561,2023-06-27,purchase,7.63
104322,2024-10-06,share,1.77
100073,2023-09-03,login,83.9
101151,2023-11-09,watch,60.52
100917,2023-07-23,login,72.1
104944,2023-03-23,watch,64.02
101161,2024-06-08,login,7.17
102077,2024-11-25,watch,42.55
102252,2023-11-28,share,70.08
103469,2024-03-18,watch,62.44
101776,2023-11-15,search,55.0
100333,2024-04-21,login,48.68
102692,2023-12-26,login,86.48
102385,2024-02-25,share,39.99
102370,2024-07-25,login,11.9
102671,2024-07-03,share,96.23
102087,2023-06-24,search,62.78
102845,2023-01-30,watch,88.9
102663,2024-07-12,search,64.95
104827,2024-05-18,search,91.37
101840,2024-04-26,share,26.68
104267,2023-05-11,purchase,1.2
102173,2023-08-29,search,7.35
102512,2024-12-07,login,47.24
101253,2023-03-20,share,10.02
104483,2025-04-03,login,68.91
101788,2024-04-05,share,78.33
102856,2023-12-01,login,10.46
101003,2024-02-11,watch,73.71
100070,2025-01-03,watch,7.48
101351,2024-04-10,share,74.25
103212,2023-04-06,share,96.5
102510,2025-04-05,purchase,79.14
100388,2025-04-25,watch,62.97
101667,2023-06-30,share,66.33
102069,2023-11-04,watch,15.23
103273,2025-06-17,share,54.56
103551,2023-04-09,login,20.27
103563,2023-02-19,login,34.03
103867,2024-08-07,search,63.13
101783,2025-04-14,login,39.2
102193,2024-01-24,purchase,8.84
100833,2023-07-04,login,27.99
104000,2023-02-16,login,15.49
102479,2023-04-01,login,86.65
101345,2023-02-07,watch,15.4
100481,2025-01-30,login,11.22
104643,2025-02-17,watch,81.55
103877,2025-04-24,login,20.29
100853,2024-01-05,share,30.35
103223,2024-04-14,watch,99.87
104674,2023-08-20,search,20.01
104593,2023-04-07,purchase,19.99
100551,2024-11-30,purchase,36.64
104917,2023-12-26,login,33.51
101986,2024-01-25,search,13.96
100015,2024-11-02,search,46.74
104966,2025-05-29,login,33.5
102977,2023-11-12,search,21.15
101895,2025-03-30,login,75.28
