customer_id,signup_date,age,gender,country,plan_type,monthly_fee
101064,2024-10-19,62,Male,USA,Standard,299
101065,2023-12-08,37,Male,Canada,Premium,299
101066,2023-04-16,20,Female,Australia,Standard,299
101067,2025-02-16,69,Female,India,Basic,999
101068,2023-01-31,21,Male,India,Standard,499
101069,2022-09-18,43,Male,USA,Basic,299
101070,2024-03-15,28,Male,Australia,Basic,999
101071,2024-07-22,19,Female,Australia,Premium,499
101072,2024-06-23,31,Male,UK,Basic,999
101073,2024-12-12,61,Female,Australia,Premium,299
101074,2024-07-28,47,Male,Australia,Standard,299
101075,2024-05-03,66,Female,India,Standard,499
101076,2023-08-16,29,Female,Australia,Standard,499
101077,2023-12-15,43,Male,Australia,Basic,499
101078,2025-03-27,61,Male,India,Standard,499
101079,2023-09-24,50,Male,Australia,Premium,499
101080,2022-02-28,30,Male,India,Standard,299
101081,2022-05-08,31,Male,UK,Standard,499
101082,2024-01-06,41,Male,Canada,Premium,299
101083,2023-12-22,51,Male,India,Basic,299
101084,2025-02-12,61,Female,India,Basic,299
101085,2023-06-10,43,Male,Australia,Basic,499
101086,2023-06-05,38,Male,India,Standard,999
101087,2023-07-06,45,Female,USA,Premium,299
101088,2022-08-25,65,Male,USA,Standard,299
101089,2023-05-09,53,Male,UK,Premium,299
101090,2022-01-04,57,Male,India,Standard,999
101091,2023-10-28,19,Male,Australia,Basic,499
101092,2023-03-18,59,Female,Australia,Basic,999
101093,2022-01-29,26,Female,Canada,Premium,999
101094,2025-02-06,40,Male,UK,Basic,299
101095,2023-09-02,32,Male,Australia,Standard,299
101096,2024-03-15,30,Female,Canada,Basic,499
101097,2022-03-16,40,Male,Australia,Basic,299
101098,2024-04-17,34,Female,Canada,Standard,299
101099,2025-03-15,65,Female,USA,Basic,299
101100,2022-05-08,19,Female,USA,Premium,499
101101,2022-02-11,37,Male,Australia,Standard,499
101102,2022-02-10,37,Male,UK,Standard,299
101103,2024-07-22,63,Male,India,Standard,499
101104,2022-02-03,20,Female,UK,Standard,299
101105,2024-11-06,29,Male,UK,Premium,499
101106,2025-03-22,57,Male,India,Basic,499
101107,2024-09-24,19,Female,USA,Basic,299
101108,2023-08-11,53,Male,USA,Basic,499
101109,2022-12-08,31,Male,India,Premium,499
101110,2022-01-27,33,Male,Canada,Premium,299
101111,2023-10-08,36,Female,UK,Basic,299
101112,2024-01-01,51,Male,Australia,Standard,999
101113,2022-06-17,61,Female,USA,Basic,299
101114,2023-09-02,63,Female,Australia,Basic,499
101115,2022-09-25,23,Female,India,Standard,999
101116,2024-03-31,30,Male,Australia,Basic,299
101117,2023-03-31,53,Male,Australia,Standard,299
101118,2024-06-24,39,Male,UK,Standard,999
101119,2024-07-10,35,Female,India,Standard,299
101120,2024-09-07,29,Female,Australia,Standard,499
101121,2023-12-03,69,Male,USA,Standard,499
101122,2023-09-26,47,Female,India,Standard,499
101123,2022-05-10,68,Male,USA,Basic,999
101124,2024-10-16,57,Male,Canada,Standard,999
101125,2024-03-29,24,Male,Australia,Basic,499
101126,2023-11-24,49,Male,India,Basic,999
101127,2024-03-04,65,Male,USA,Standard,999
101128,2022-01-29,36,Male,Australia,Premium,999
101129,2022-05-29,23,Male,UK,Basic,499
101130,2022-01-11,37,Female,USA,Basic,299
101131,2023-11-07,44,Male,USA,Basic,499
101132,2025-02-10,60,Female,Canada,Basic,299
101133,2022-07-06,54,Female,UK,Standard,299
101134,2024-03-17,65,Male,Canada,Basic,299
101135,2024-01-14,24,Female,UK,Premium,999
101136,2022-04-08,22,Female,USA,Standard,299
101137,2022-02-24,28,Female,Canada,Standard,499
101138,2023-09-15,32,Male,Australia,Standard,499
101139,2023-10-26,20,Male,UK,Basic,299
101140,2024-01-28,22,Male,USA,Basic,499
101141,2023-02-10,40,Male,India,Standard,499
101142,2022-03-10,54,Male,UK,Basic,999
101143,2024-01-21,26,Female,UK,Standard,299
101144,2025-03-17,32,Female,Australia,Basic,299
101145,2024-08-15,20,Male,UK,Basic,499
101146,2022-12-31,46,Female,UK,Basic,299
101147,2023-04-27,23,Female,Australia,Basic,299
101148,2022-07-20,34,Female,Australia,Premium,299
101149,2022-06-03,43,Female,Canada,Basic,499
101150,2022-03-14,38,Male,USA,Premium,299
101151,2023-12-14,25,Male,USA,Standard,499
101152,2022-10-23,38,Male,Canada,Premium,999
101153,2024-11-06,28,Female,USA,Standard,499
101154,2022-03-02,55,Female,UK,Premium,299
101155,2024-07-27,25,Male,Canada,Basic,499
101156,2022-02-11,59,Male,Canada,Standard,299
101157,2022-01-25,41,Female,USA,Basic,299
101158,2024-11-28,52,Male,India,Standard,299
101159,2022-05-11,31,Male,USA,Standard,299
101160,2022-04-18,31,Female,India,Standard,499
101161,2022-06-21,27,Female,Canada,Basic,999
101162,2022-04-12,29,Male,India,Basic,999
101163,2024-05-15,55,Female,UK,Standard,299
101164,2023-06-08,61,Male,Australia,Standard,499
101165,2022-10-02,63,Female,India,Basic,299
101166,2024-12-03,51,Female,Australia,Premium,499
101167,2024-03-27,58,Male,UK,Premium,299
101168,2024-08-14,27,Female,Australia,Premium,999
101169,2024-11-06,34,Male,UK,Premium,999
101170,2022-11-26,34,Female,Australia,Basic,299
101171,2022-01-12,20,Male,Australia,Premium,499
101172,2022-08-04,48,Female,USA,Standard,499
101173,2022-12-05,68,Female,India,Basic,499
101174,2023-10-23,18,Male,Australia,Premium,499
101175,2025-01-09,29,Female,Canada,Basic,499
101176,2023-01-09,56,Male,USA,Standard,999
101177,2024-09-02,21,Female,India,Basic,499
101178,2023-12-11,59,Female,USA,Standard,499
101179,2023-04-11,30,Male,India,Standard,999
101180,2025-01-17,51,Female,UK,Standard,999
101181,2023-05-04,59,Female,Australia,Basic,299
101182,2022-02-16,38,Male,Canada,Standard,299
101183,2024-02-17,39,Female,USA,Standard,499
101184,2024-11-05,21,Male,USA,Basic,999
101185,2023-12-12,35,Male,USA,Premium,299
101186,2023-02-05,22,Male,USA,Standard,499
101187,2024-09-07,36,Female,Australia,Premium,299
101188,2025-01-14,19,Female,India,Basic,499
101189,2022-09-07,29,Male,Australia,Basic,999
101190,2023-01-26,34,Female,UK,Basic,499
101191,2022-12-01,27,Male,Australia,Standard,499
101192,2023-09-21,51,Female,Australia,Basic,999
101193,2022-05-17,23,Male,UK,Standard,299
101194,2024-06-01,25,Male,Australia,Basic,999
101195,2023-11-19,68,Female,India,Basic,299
101196,2024-04-06,28,Male,Canada,Standard,499
101197,2023-12-28,29,Male,UK,Premium,499
101198,2023-08-17,26,Female,USA,Basic,499
101199,2024-09-16,19,Male,India,Standard,999
101200,2023-01-07,25,Male,Canada,Standard,999
101201,2024-07-23,28,Female,India,Standard,999
101202,2024-09-21,53,Male,India,Premium,299
101203,2023-02-06,27,Male,USA,Premium,299
101204,2023-09-07,38,Male,Canada,Basic,499
101205,2025-03-28,37,Male,India,Standard,999
101206,2025-03-21,65,Male,USA,Standard,499
101207,2024-09-21,25,Male,UK,Standard,999
101208,2023-09-12,53,Male,USA,Basic,999
101209,2022-07-07,46,Male,Australia,Premium,499
101210,2025-01-26,59,Female,USA,Standard,999
101211,2022-05-11,29,Male,USA,Basic,999
101212,2024-03-15,31,Male,USA,Basic,999
101213,2025-04-09,65,Female,India,Premium,499
101214,2024-07-24,67,Male,Canada,Basic,999
101215,2024-09-12,38,Male,USA,Standard,299
101216,2022-07-02,39,Male,USA,Basic,499
101217,2024-09-09,38,Male,Australia,Basic,299
101218,2022-12-30,61,Male,Australia,Basic,299
101219,2022-02-08,67,Male,UK,Basic,999
101220,2023-05-12,47,Female,UK,Basic,499
101221,2024-09-08,56,Female,Australia,Standard,299
101222,2024-07-09,37,Female,Canada,Standard,299
101223,2023-12-23,41,Female,UK,Basic,999
101224,2025-03-30,40,Female,Canada,Standard,999
101225,2022-01-16,24,Male,Australia,Standard,299
101226,2023-05-08,26,Male,UK,Standard,999
101227,2025-02-05,18,Male,USA,Standard,299
101228,2024-06-12,43,Male,Australia,Standard,499
101229,2022-11-07,55,Male,UK,Premium,499
101230,2024-01-09,55,Female,Canada,Standard,999
101231,2025-04-08,61,Female,Canada,Basic,999
101232,2023-06-30,39,Male,UK,Standard,299
101233,2023-02-18,61,Male,Canada,Basic,499
101234,2022-09-08,27,Male,UK,Basic,299
101235,2024-01-29,23,Female,UK,Standard,499
101236,2025-03-10,34,Female,Canada,Standard,499
101237,2024-11-28,68,Male,India,Basic,299
101238,2024-03-24,67,Female,USA,Premium,499
101239,2022-01-29,55,Male,Australia,Basic,299
101240,2024-08-15,41,Female,USA,Basic,499
101241,2023-04-22,68,Female,Australia,Premium,499
101242,2022-11-14,27,Male,Australia,Standard,499
101243,2022-09-02,25,Female,USA,Premium,999
101244,2024-01-18,38,Female,UK,Premium,299
101245,2023-11-28,23,Male,Canada,Premium,499
101246,2022-09-29,38,Female,India,Basic,499
101247,2023-01-12,56,Male,India,Basic,299
101248,2022-09-23,41,Female,India,Standard,299
101249,2024-07-14,50,Male,USA,Standard,999
101250,2024-07-09,35,Male,USA,Standard,499
101251,2022-12-06,45,Female,UK,Basic,499
101252,2023-01-24,69,Female,India,Basic,499
101253,2023-07-31,49,Male,UK,Standard,999
101254,2022-01-03,29,Female,India,Basic,299
101255,2025-03-11,65,Female,USA,Basic,999
101256,2023-01-11,59,Female,Canada,Basic,299
101257,2022-11-20,44,Male,Canada,Basic,499
101258,2022-05-26,27,Male,Canada,Standard,299
101259,2022-10-20,63,Male,Canada,Standard,999
101260,2023-03-08,69,Female,Australia,Basic,499
101261,2023-12-06,59,Female,India,Basic,499
101262,2024-08-06,49,Male,Canada,Standard,299
101263,2023-08-08,59,Male,Australia,Basic,499
101264,2023-02-03,43,Female,Australia,Premium,299
101265,2024-03-27,42,Female,Australia,Standard,499
101266,2024-08-21,28,Female,UK,Premium,999
101267,2025-03-09,40,Female,UK,Standard,499
101268,2022-07-06,51,Male,Australia,Basic,299
101269,2022-03-02,69,Female,Canada,Standard,999
101270,2024-07-27,57,Female,India,Basic,999
101271,2023-12-11,40,Male,USA,Basic,499
101272,2024-03-17,46,Male,UK,Basic,499
101273,2022-01-11,48,Female,Canada,Standard,999
101274,2024-12-21,24,Male,Canada,Basic,499
101275,2022-08-14,57,Female,USA,Basic,499
101276,2025-03-22,50,Female,USA,Standard,499
101277,2023-07-18,38,Male,Canada,Premium,299
101278,2024-02-11,19,Male,USA,Basic,999
101279,2024-06-03,35,Female,Canada,Standard,499
101280,2025-02-04,64,Male,USA,Basic,499
101281,2022-08-14,50,Female,USA,Premium,299
101282,2024-04-04,54,Female,Canada,Basic,299
101283,2022-08-06,51,Female,Australia,Premium,499
101284,2024-07-25,37,Male,Canada,Basic,499
101285,2024-01-23,52,Female,India,Premium,499
101286,2023-05-21,68,Female,USA,Basic,299
101287,2022-09-16,67,Female,UK,Basic,299
101288,2022-02-23,35,Male,USA,Basic,499
101289,2024-12-06,63,Female,India,Basic,499
101290,2023-12-28,41,Female,UK,Premium,299
101291,2023-11-20,25,Female,UK,Standard,299
101292,2025-01-27,47,Male,Canada,Standard,999
101293,2024-11-09,61,Female,Australia,Premium,299
101294,2023-02-23,27,Female,Canada,Standard,999
101295,2023-11-21,40,Male,UK,Premium,299
101296,2024-04-29,69,Male,UK,Basic,499
101297,2022-03-03,66,Female,Australia,Premium,299
101298,2025-03-14,28,Female,USA,Basic,999
101299,2022-08-04,19,Female,Australia,Standard,299
101300,2022-01-03,43,Male,Canada,Standard,299
101301,2022-06-09,53,Male,USA,Standard,299
101302,2024-02-20,50,Female,Canada,Standard,999
101303,2025-02-17,64,Male,Australia,Basic,999
101304,2024-06-11,30,Female,USA,Premium,299
101305,2025-01-17,57,Female,Australia,Premium,299
101306,2022-11-25,42,Male,India,Premium,499
101307,2023-08-03,21,Female,UK,Premium,999
101308,2024-08-09,59,Male,USA,Standard,499
101309,2023-09-27,36,Male,UK,Premium,999
101310,2024-09-14,35,Female,India,Premium,299
101311,2024-07-09,54,Male,USA,Standard,299
101312,2024-01-08,47,Female,UK,Standard,299
101313,2022-06-19,36,Male,UK,Premium,499
101314,2023-06-05,40,Female,USA,Standard,499
101315,2022-02-09,33,Female,UK,Standard,299
101316,2024-08-12,18,Female,UK,Basic,299
101317,2024-09-10,29,Male,USA,Premium,499
101318,2025-02-21,41,Female,UK,Premium,299
101319,2024-09-01,51,Male,UK,Basic,299
101320,2022-02-07,25,Male,Canada,Basic,999
101321,2022-11-24,35,Male,Canada,Basic,299
101322,2025-04-14,65,Male,India,Standard,299
101323,2024-07-02,22,Male,Canada,Basic,499
101324,2023-03-30,43,Female,Canada,Standard,999
101325,2022-02-06,47,Male,India,Premium,499
101326,2024-08-30,30,Female,UK,Standard,299
101327,2024-03-06,36,Female,UK,Basic,999
101328,2024-08-30,46,Male,Canada,Premium,499
101329,2023-08-16,20,Female,India,Standard,299
101330,2025-02-11,43,Female,UK,Basic,499
101331,2024-11-29,57,Male,Australia,Standard,499
101332,2022-08-12,29,Female,USA,Standard,499
101333,2022-11-14,19,Male,USA,Premium,999
101334,2022-12-15,28,Male,USA,Premium,499
101335,2022-04-25,61,Male,Canada,Basic,999
101336,2023-11-29,45,Female,USA,Basic,499
101337,2024-11-29,35,Female,USA,Basic,299
101338,2022-02-09,30,Female,Australia,Standard,499
101339,2022-08-04,54,Female,UK,Standard,299
101340,2025-03-16,39,Male,Australia,Standard,299
101341,2022-12-02,29,Male,Canada,Basic,499
101342,2025-04-06,19,Female,USA,Premium,499
101343,2022-04-02,54,Male,UK,Premium,299
101344,2022-12-19,24,Female,USA,Basic,499
101345,2023-07-25,43,Male,USA,Standard,299
101346,2024-03-26,43,Male,Canada,Standard,999
101347,2024-02-20,41,Male,USA,Basic,299
101348,2022-12-29,29,Male,India,Basic,499
101349,2023-07-11,33,Male,UK,Basic,499
101350,2025-04-08,40,Female,UK,Basic,499
101351,2022-12-22,57,Female,India,Standard,299
101352,2022-07-10,26,Male,Canada,Basic,499
101353,2023-02-26,49,Female,USA,Basic,999
101354,2023-12-01,32,Male,USA,Standard,499
101355,2022-01-07,54,Male,UK,Basic,499
101356,2022-05-13,30,Male,Canada,Standard,499
101357,2023-07-11,22,Male,Canada,Standard,299
101358,2024-04-05,28,Female,Canada,Standard,299
101359,2024-01-31,27,Male,USA,Premium,999
101360,2024-11-20,69,Female,Canada,Basic,999
101361,2023-06-19,30,Male,India,Standard,499
101362,2023-03-02,58,Male,Australia,Basic,499
101363,2023-11-03,63,Female,Canada,Premium,299
101364,2022-12-29,67,Male,Australia,Premium,299
101365,2022-03-23,32,Male,USA,Basic,499
101366,2022-12-22,59,Female,Canada,Standard,999
101367,2023-08-12,24,Female,UK,Basic,499
101368,2022-10-22,57,Female,USA,Premium,299
101369,2024-12-05,45,Male,India,Basic,299
101370,2025-02-10,49,Male,India,Premium,299
101371,2022-01-17,52,Female,Australia,Basic,499
101372,2022-12-26,32,Female,Australia,Standard,999
101373,2024-05-15,65,Male,UK,Premium,999
101374,2023-12-01,53,Male,UK,Premium,999
101375,2023-03-24,38,Female,India,Basic,499
101376,2024-05-05,23,Female,Canada,Standard,499
101377,2022-12-31,18,Female,India,Basic,999
101378,2023-11-06,21,Female,India,Standard,499
101379,2024-10-04,28,Male,UK,Basic,999
101380,2023-04-12,61,Male,Australia,Basic,499
101381,2023-02-18,43,Male,UK,Standard,299
101382,2023-08-09,54,Male,UK,Basic,499
101383,2024-09-20,40,Female,UK,Standard,299
101384,2023-07-26,46,Male,India,Basic,299
101385,2022-12-01,38,Female,Canada,Basic,299
101386,2022-02-06,65,Male,India,Standard,999
101387,2024-09-15,62,Male,USA,Basic,499
101388,2022-10-05,62,Male,UK,Basic,299
101389,2024-07-04,66,Female,UK,Standard,299
101390,2023-04-29,44,Male,USA,Standard,499
101391,2024-01-01,56,Female,UK,Standard,499
101392,2022-07-11,57,Female,UK,Basic,499
101393,2024-11-06,30,Male,UK,Basic,499
101394,2023-06-08,40,Female,USA,Premium,499
101395,2024-07-06,33,Male,India,Premium,299
101396,2023-02-05,47,Female,UK,Basic,499
101397,2024-06-04,21,Male,Canada,Standard,299
101398,2023-12-06,57,Female,USA,Basic,299
101399,2022-01-22,33,Female,Australia,Basic,299
101400,2023-04-19,48,Male,USA,Basic,499
101401,2025-02-17,59,Male,India,Standard,999
101402,2022-07-29,42,Male,USA,Basic,499
101403,2022-11-02,61,Male,Australia,Premium,499
101404,2023-12-05,29,Female,Canada,Standard,499
101405,2023-11-18,43,Female,Australia,Basic,299
101406,2022-10-12,54,Female,USA,Standard,299
101407,2023-12-17,65,Female,Australia,Basic,999
101408,2024-02-02,50,Male,USA,Standard,299
101409,2024-08-05,45,Female,Canada,Basic,499
101410,2023-01-16,26,Male,Canada,Basic,299
101411,2023-04-05,29,Female,India,Basic,999
101412,2024-10-27,22,Male,Canada,Basic,999
101413,2022-01-29,69,Male,UK,Basic,299
101414,2024-06-25,45,Male,Australia,Basic,499
101415,2024-11-22,52,Male,Australia,Premium,299
101416,2024-05-28,22,Male,USA,Basic,499
101417,2022-03-20,51,Female,Canada,Basic,299
101418,2024-08-04,63,Male,India,Premium,299
101419,2023-04-04,51,Female,India,Standard,299
101420,2023-07-24,30,Female,India,Standard,999
101421,2024-01-08,56,Male,UK,Basic,999
101422,2023-05-31,59,Female,Canada,Standard,299
101423,2025-01-27,62,Female,India,Basic,499
101424,2023-02-01,65,Female,UK,Standard,299
101425,2022-02-08,31,Male,Australia,Premium,299
101426,2024-06-05,28,Male,USA,Standard,999
101427,2024-03-07,59,Male,Canada,Basic,299
101428,2022-06-06,55,Male,Canada,Standard,499
101429,2025-01-03,21,Female,Australia,Standard,499
101430,2024-06-02,50,Female,Canada,Standard,299
101431,2025-02-27,24,Female,Canada,Standard,499
101432,2024-08-31,58,Female,Canada,Standard,999
101433,2025-01-12,25,Female,Canada,Standard,499
101434,2024-11-11,54,Female,UK,Premium,299
101435,2024-04-28,68,Male,UK,Premium,999
101436,2024-01-18,27,Female,USA,Basic,999
101437,2024-09-15,60,Female,Canada,Standard,299
101438,2022-01-21,32,Female,Australia,Basic,299
101439,2022-10-30,55,Male,India,Standard,299
101440,2024-05-18,32,Female,USA,Basic,299
101441,2022-03-25,22,Female,India,Standard,499
101442,2023-07-24,46,Male,India,Standard,299
101443,2024-07-22,36,Female,Canada,Basic,299
101444,2025-03-31,68,Male,Australia,Premium,299
101445,2025-04-01,27,Male,India,Standard,499
101446,2024-10-05,29,Female,India,Basic,499
101447,2024-03-03,21,Female,USA,Standard,499
101448,2024-03-02,48,Male,Australia,Premium,299
101449,2023-05-07,35,Female,Australia,Basic,499
101450,2022-07-27,33,Female,India,Standard,299
101451,2024-12-19,57,Male,Australia,Standard,999
101452,2023-03-06,53,Male,USA,Premium,299
101453,2024-09-11,42,Female,USA,Standard,299
101454,2023-06-04,40,Male,USA,Standard,299
101455,2023-08-14,29,Female,Canada,Premium,299
101456,2024-11-16,51,Female,India,Premium,299
101457,2022-07-18,53,Female,Australia,Standard,499
101458,2023-01-22,54,Female,USA,Basic,999
101459,2022-12-15,20,Male,India,Basic,299
101460,2024-08-17,26,Female,India,Standard,499
101461,2023-11-24,35,Male,Canada,Standard,499
101462,2023-01-13,60,Female,Australia,Basic,299
101463,2024-06-17,52,Female,Australia,Basic,299
101464,2024-07-04,51,Male,USA,Standard,299
101465,2023-06-11,58,Female,USA,Basic,999
101466,2025-03-22,31,Male,India,Basic,999
101467,2024-01-04,21,Male,Australia,Basic,299
101468,2022-07-25,46,Female,Australia,Standard,299
101469,2023-03-31,58,Female,USA,Standard,499
101470,2023-06-05,62,Female,UK,Basic,499
101471,2024-10-13,67,Female,India,Basic,499
101472,2024-08-13,32,Male,Australia,Standard,299
101473,2023-12-27,45,Female,Canada,Standard,999
101474,2024-10-10,59,Female,Canada,Standard,499
101475,2023-05-16,33,Female,UK,Basic,299
101476,2022-04-27,29,Female,USA,Standard,499
101477,2023-01-21,69,Female,USA,Premium,299
101478,2023-08-07,22,Male,USA,Basic,299
101479,2023-01-30,51,Female,Canada,Standard,499
101480,2024-12-23,59,Male,USA,Basic,299
101481,2023-12-22,18,Female,Canada,Basic,499
101482,2022-03-13,56,Female,UK,Basic,299
101483,2022-10-01,49,Female,India,Standard,499
101484,2022-12-04,43,Male,Australia,Basic,299
101485,2023-08-30,34,Female,UK,Basic,499
101486,2022-06-15,65,Male,Canada,Basic,299
101487,2022-01-11,44,Male,UK,Basic,299
101488,2023-12-30,41,Female,Australia,Standard,499
101489,2024-03-11,52,Male,India,Basic,499
101490,2022-04-12,63,Female,Australia,Basic,499
101491,2024-02-18,59,Female,Canada,Standard,499
101492,2022-08-02,56,Male,Australia,Standard,999
101493,2025-01-16,43,Female,UK,Standard,299
101494,2023-02-05,66,Female,USA,Basic,499
101495,2023-08-11,55,Male,UK,Standard,499
101496,2024-06-07,40,Male,Canada,Basic,499
101497,2024-12-05,39,Male,India,Basic,499
101498,2023-08-15,21,Male,Australia,Standard,999
101499,2025-01-14,66,Male,India,Premium,499
101500,2022-04-02,26,Male,Canada,Standard,999
101501,2023-11-04,21,Female,Australia,Basic,299
101502,2023-12-15,24,Male,UK,Premium,499
101503,2024-07-24,40,Male,UK,Basic,299
101504,2022-08-30,19,Female,Canada,Premium,299
101505,2022-01-02,66,Female,Australia,Basic,499
101506,2022-08-13,41,Male,UK,Basic,499
101507,2024-03-11,57,Male,Canada,Standard,299
101508,2023-08-12,48,Female,Canada,Premium,299
101509,2022-04-26,64,Male,India,Premium,499
101510,2024-07-06,48,Male,UK,Standard,499
101511,2025-01-31,64,Female,Australia,Standard,299
101512,2022-07-13,57,Male,UK,Standard,299
101513,2025-04-04,65,Female,UK,Standard,499
101514,2024-05-20,68,Male,UK,Premium,499
101515,2022-03-31,60,Female,Canada,Basic,299
101516,2022-05-02,51,Female,USA,Basic,299
101517,2022-05-23,41,Female,USA,Premium,299
101518,2024-09-20,66,Male,India,Premium,999
101519,2022-04-16,43,Female,UK,Basic,499
101520,2024-06-05,33,Male,USA,Basic,299
101521,2023-03-04,64,Female,India,Premium,999
101522,2022-11-13,30,Female,Canada,Standard,299
101523,2023-09-27,32,Female,UK,Standard,299
101524,2022-01-09,44,Male,Australia,Basic,999
101525,2024-02-13,21,Male,Canada,Premium,999
101526,2025-01-01,33,Female,India,Basic,499
101527,2022-08-11,47,Male,Canada,Basic,499
101528,2023-07-07,61,Male,Australia,Basic,299
101529,2023-12-17,47,Male,Canada,Premium,999
101530,2025-01-12,53,Female,India,Standard,499
101531,2022-04-21,20,Male,Australia,Standard,299
101532,2022-09-08,39,Female,Australia,Basic,499
101533,2023-01-18,66,Female,Canada,Premium,999
101534,2022-01-07,39,Female,Australia,Standard,999
101535,2023-04-04,67,Male,Canada,Standard,499
101536,2025-01-12,67,Female,UK,Premium,499
101537,2022-07-27,66,Male,Australia,Basic,299
101538,2024-06-18,29,Male,Canada,Standard,499
101539,2022-01-22,38,Female,UK,Premium,499
101540,2023-02-14,21,Female,Australia,Standard,299
101541,2024-06-13,48,Female,UK,Standard,999
101542,2023-05-30,61,Male,Australia,Basic,999
101543,2025-02-24,48,Male,India,Standard,299
101544,2024-03-19,40,Female,India,Standard,999
101545,2024-05-23,37,Female,Canada,Basic,499
101546,2022-01-14,32,Male,USA,Premium,499
101547,2024-08-28,40,Male,India,Basic,999
101548,2024-09-04,45,Female,USA,Basic,299
101549,2024-10-10,33,Male,UK,Standard,499
101550,2024-11-01,54,Male,UK,Standard,299
101551,2022-03-28,38,Male,USA,Basic,499
101552,2024-06-27,32,Male,Canada,Basic,499
101553,2022-05-02,34,Male,Australia,Basic,299
101554,2025-03-16,67,Male,USA,Basic,299
101555,2024-01-20,54,Female,USA,Basic,299
101556,2023-11-16,30,Male,USA,Basic,299
101557,2022-11-05,36,Female,USA,Basic,299
101558,2023-11-26,47,Female,USA,Standard,499
101559,2022-10-15,62,Male,Canada,Premium,999
101560,2022-11-03,35,Female,India,Standard,999
101561,2024-07-02,31,Female,Australia,Standard,999
101562,2023-10-24,53,Female,India,Basic,999
101563,2023-07-03,53,Male,USA,Standard,299
101564,2022-11-08,37,Female,India,Standard,499
101565,2024-05-22,69,Male,Canada,Standard,499
101566,2024-12-18,36,Female,UK,Basic,299
101567,2024-07-12,62,Female,India,Basic,499
101568,2024-01-25,61,Female,Australia,Standard,499
101569,2022-02-04,24,Female,Canada,Standard,999
101570,2023-03-21,61,Male,UK,Premium,499
101571,2022-04-03,21,Female,Canada,Basic,999
101572,2022-12-19,51,Female,USA,Basic,299
101573,2024-06-21,19,Male,UK,Standard,299
101574,2024-05-11,22,Male,Australia,Premium,999
101575,2022-06-08,27,Male,UK,Basic,299
101576,2024-08-14,49,Female,Australia,Standard,299
101577,2022-01-24,59,Male,USA,Basic,499
101578,2023-02-08,58,Male,Australia,Standard,999
101579,2024-03-15,30,Male,Canada,Standard,299
101580,2023-05-31,56,Male,India,Premium,299
101581,2024-01-02,22,Male,Canada,Basic,499
101582,2023-06-16,27,Male,Canada,Basic,499
101583,2024-08-13,27,Female,UK,Standard,299
101584,2022-06-01,55,Male,USA,Basic,999
101585,2024-08-04,44,Female,India,Standard,499
101586,2023-08-31,68,Male,Australia,Standard,999
101587,2023-02-24,38,Male,UK,Basic,299
101588,2025-02-14,25,Male,USA,Premium,499
101589,2024-05-15,18,Female,India,Basic,999
101590,2023-08-01,45,Male,Canada,Premium,499
101591,2022-12-01,66,Male,USA,Premium,299
101592,2024-07-20,56,Male,USA,Standard,999
101593,2022-10-22,31,Male,USA,Basic,499
101594,2024-01-25,38,Female,Canada,Premium,999
101595,2022-07-05,47,Female,Australia,Standard,299
101596,2023-09-29,38,Female,UK,Basic,499
101597,2023-06-14,66,Female,Australia,Basic,999
101598,2022-01-21,26,Female,India,Basic,499
101599,2024-06-29,34,Male,UK,Premium,299
101600,2024-05-16,22,Male,India,Premium,299
101601,2024-03-04,48,Male,Canada,Premium,299
101602,2022-04-10,69,Female,Australia,Standard,299
101603,2024-01-22,57,Male,USA,Standard,499
101604,2023-04-23,55,Female,UK,Basic,299
101605,2024-07-28,60,Male,USA,Basic,299
101606,2023-06-10,36,Female,India,Basic,299
101607,2022-11-30,53,Male,USA,Standard,499
101608,2022-01-02,67,Male,USA,Premium,499
101609,2023-01-10,50,Male,Canada,Premium,499
101610,2022-10-20,30,Male,Canada,Basic,999
101611,2024-04-16,31,Female,Australia,Standard,299
101612,2024-10-01,50,Male,India,Standard,499
101613,2023-07-07,46,Male,Canada,Standard,299
101614,2022-11-14,60,Male,Canada,Standard,299
101615,2023-01-16,66,Female,Australia,Basic,499
101616,2022-01-14,53,Male,UK,Premium,999
101617,2023-05-19,61,Male,Australia,Standard,299
101618,2022-08-19,27,Male,USA,Standard,299
101619,2025-01-12,48,Male,USA,Basic,499
101620,2022-05-10,23,Male,Canada,Basic,499
101621,2024-04-17,18,Female,Canada,Basic,499
101622,2025-03-14,24,Female,Australia,Standard,499
101623,2024-06-09,44,Female,Australia,Premium,999
101624,2022-01-28,38,Male,India,Standard,299
101625,2022-03-07,45,Female,USA,Standard,299
101626,2025-04-01,33,Male,Australia,Standard,299
101627,2022-09-18,63,Male,UK,Basic,499
101628,2023-04-05,40,Male,India,Standard,299
101629,2022-10-28,69,Male,Australia,Standard,999
101630,2024-07-07,37,Female,Canada,Basic,499
101631,2022-10-14,55,Female,Australia,Basic,299
101632,2024-10-30,42,Female,Canada,Standard,299
101633,2023-09-22,45,Male,Canada,Basic,499
101634,2022-09-27,22,Female,USA,Premium,299
101635,2023-08-15,38,Female,USA,Standard,999
101636,2024-04-23,35,Male,Australia,Basic,499
101637,2024-05-11,64,Female,Australia,Basic,299
101638,2022-05-13,23,Male,UK,Premium,499
101639,2024-08-29,46,Female,India,Standard,299
