ticket_id,customer_id,ticket_date,ticket_category,resolution_time_hrs,satisfaction_score
2188,101923,2023-04-07,Account,3.55,5
2189,102438,2024-07-20,Refund,5.79,3
2190,102635,2025-01-31,Account,7.93,3
2191,101330,2024-12-01,Technical,12.37,2
2192,101090,2023-02-20,Account,30.02,5
2193,104830,2025-04-16,Account,16.75,2
2194,104323,2023-03-02,Refund,1.79,2
2195,100216,2024-07-01,Refund,4.52,3
2196,102492,2023-08-23,Account,9.11,2
2197,102983,2023-05-30,Account,37.0,4
2198,103061,2023-02-25,Billing,16.16,1
2199,102453,2023-10-23,Refund,12.56,1
2200,100891,2023-12-09,Account,7.97,5
2201,100111,2024-07-20,Refund,6.25,1
2202,102300,2024-03-01,Technical,6.57,3
2203,104661,2023-01-18,Billing,6.07,2
2204,100175,2024-05-05,Billing,20.12,1
2205,101880,2024-05-15,Refund,3.74,3
2206,103381,2024-03-27,Billing,4.31,5
2207,102595,2023-08-08,Refund,1.41,1
2208,100506,2023-02-04,Account,2.59,1
2209,101193,2024-03-09,Billing,4.79,2
2210,104759,2023-03-08,Billing,4.43,2
2211,102886,2024-07-24,Refund,3.9,4
2212,102141,2025-01-06,Account,12.66,1
2213,102605,2023-08-26,Account,30.46,4
2214,103835,2024-08-21,Refund,11.08,2
2215,104887,2024-11-02,Technical,0.44,4
2216,101387,2024-03-28,Technical,36.08,2
2217,103078,2023-12-23,Billing,15.68,4
2218,103990,2023-03-10,Refund,9.15,2
2219,103545,2023-04-01,Billing,21.98,2
2220,101899,2024-06-06,Refund,1.96,1
2221,100937,2023-01-05,Refund,26.33,1
2222,103644,2023-03-04,Technical,0.44,2
2223,103835,2025-01-24,Billing,53.74,5
2224,104264,2024-06-18,Technical,7.39,2
2225,103963,2024-02-27,Technical,10.53,1
2226,100318,2025-03-19,Refund,1.76,2
2227,104157,2025-04-27,Refund,8.59,5
2228,103598,2024-09-10,Billing,13.57,4
2229,100226,2024-05-15,Technical,5.65,4
2230,104663,2025-01-20,Refund,16.44,1
2231,101832,2023-11-18,Account,5.57,1
2232,104962,2023-11-11,Account,17.0,1
2233,103708,2023-04-14,Refund,28.8,5
2234,102451,2023-08-05,Billing,15.17,2
2235,102076,2023-11-15,Billing,2.35,4
2236,100738,2023-04-14,Account,16.35,2
2237,101465,2024-11-29,Technical,43.9,2
2238,104447,2023-07-15,Billing,8.26,1
2239,104457,2023-10-29,Billing,1.03,3
2240,103348,2023-07-13,Account,12.26,2
2241,100352,2024-11-18,Billing,6.28,3
2242,104662,2023-06-03,Billing,28.01,4
2243,102583,2025-03-03,Billing,7.01,1
2244,102838,2025-05-21,Account,5.25,2
2245,102259,2025-02-09,Billing,3.74,3
2246,102825,2023-06-14,Technical,27.64,3
2247,103496,2024-08-30,Refund,19.48,5
2248,101518,2024-08-16,Refund,15.78,1
2249,100041,2023-03-05,Refund,0.07,1
2250,100197,2024-01-01,Refund,14.54,3
2251,104035,2023-08-25,Account,20.3,4
2252,102186,2023-03-03,Refund,27.1,1
2253,101484,2024-10-01,Refund,2.78,2
2254,103691,2023-06-18,Refund,3.53,4
2255,102505,2024-09-28,Billing,4.18,1
2256,101280,2025-02-17,Account,48.16,4
2257,100717,2024-07-08,Account,1.22,2
2258,101159,2023-08-22,Billing,16.06,5
2259,102614,2023-10-30,Technical,1.44,5
2260,104377,2023-05-23,Refund,8.85,2
2261,103142,2023-04-05,Refund,30.11,5
2262,100592,2023-09-03,Account,8.51,4
2263,100442,2024-02-06,Refund,36.76,4
2264,104374,2023-06-06,Account,0.5,1
2265,100378,2023-09-17,Refund,21.26,3
2266,104730,2024-09-08,Account,37.18,3
2267,104845,2025-05-13,Technical,15.41,4
2268,101569,2024-08-31,Account,5.78,1
2269,104827,2024-12-30,Refund,1.51,5
2270,103600,2024-08-25,Refund,13.54,2
2271,100666,2024-04-04,Refund,21.62,4
2272,100247,2023-09-10,Account,26.68,4
2273,104697,2023-01-30,Account,0.22,3
2274,103356,2024-10-31,Billing,1.95,4
2275,103551,2023-11-14,Refund,4.49,3
2276,100142,2023-03-20,Refund,4.56,5
2277,104199,2024-10-09,Billing,5.22,4
2278,103429,2023-12-04,Account,14.83,4
2279,101584,2024-02-01,Billing,20.03,4
2280,101965,2024-04-06,Billing,13.85,5
2281,102154,2023-09-12,Refund,22.64,5
2282,100500,2023-04-05,Account,15.06,3
2283,100735,2025-01-08,Billing,0.19,3
2284,100049,2023-09-28,Technical,29.16,2
2285,100424,2023-08-24,Technical,25.61,1
2286,103876,2025-06-06,Technical,14.39,5
2287,100154,2023-10-17,Billing,18.89,3
2288,100590,2023-12-02,Refund,24.34,4
2289,100458,2025-05-12,Refund,6.95,2
2290,104570,2023-07-26,Account,4.38,1
2291,102944,2023-11-25,Refund,0.17,5
2292,104051,2023-07-26,Technical,9.47,2
2293,103306,2023-02-07,Account,23.1,4
2294,104117,2024-04-26,Technical,14.29,1
2295,101257,2023-06-09,Refund,26.61,3
2296,101375,2023-04-16,Account,6.36,3
2297,104352,2023-11-06,Account,8.37,2
2298,101796,2024-05-15,Technical,11.03,3
2299,102258,2024-04-27,Technical,3.3,4
2300,100872,2024-06-14,Technical,1.82,5
2301,101436,2024-11-20,Billing,3.18,5
2302,103022,2023-01-01,Refund,4.51,4
2303,104178,2023-10-02,Account,4.68,5
2304,102244,2025-01-04,Billing,26.82,4
2305,102817,2024-08-08,Billing,5.12,3
2306,104160,2023-03-28,Account,6.72,2
2307,103950,2023-04-24,Technical,17.57,2
2308,103239,2023-08-31,Billing,0.92,2
2309,103852,2024-12-01,Account,28.71,3
2310,101091,2023-09-04,Billing,12.31,1
2311,102968,2024-07-12,Billing,56.23,1
2312,103552,2023-12-22,Refund,0.84,4
2313,100602,2023-08-03,Billing,7.04,2
2314,100893,2024-06-06,Account,12.93,3
2315,100287,2023-06-09,Billing,3.12,5
2316,103860,2023-06-07,Account,2.68,2
2317,100592,2024-01-30,Account,0.05,1
2318,103610,2024-06-14,Account,1.98,3
2319,100960,2024-01-01,Account,4.7,4
2320,103731,2023-01-21,Technical,1.81,5
2321,100442,2024-11-28,Billing,3.61,5
2322,104480,2024-12-28,Account,16.06,4
2323,102534,2024-06-17,Account,9.82,1
2324,100587,2025-05-28,Billing,5.21,1
2325,103474,2024-04-01,Account,1.06,2
2326,102805,2025-06-03,Refund,5.23,1
2327,101686,2023-05-12,Technical,8.67,3
2328,101254,2023-06-07,Billing,4.85,3
2329,102282,2024-03-24,Billing,16.27,4
2330,101093,2023-07-22,Technical,0.14,5
2331,101743,2023-07-16,Refund,30.74,4
2332,102819,2025-01-06,Refund,4.21,1
2333,101285,2024-10-04,Technical,0.55,3
2334,103650,2023-07-24,Technical,10.62,1
2335,104631,2023-09-08,Refund,5.23,5
2336,100348,2024-07-23,Billing,2.18,4
2337,101500,2023-01-10,Billing,5.37,2
2338,101928,2023-10-25,Account,8.71,5
2339,104989,2023-04-10,Technical,15.95,2
2340,102380,2024-06-21,Account,4.34,2
2341,102012,2023-02-24,Technical,12.49,5
2342,104086,2023-01-02,Account,22.39,5
2343,103006,2024-02-14,Refund,17.55,5
2344,102567,2024-12-28,Refund,13.73,4
2345,104143,2025-04-24,Account,1.08,2
2346,101784,2025-05-17,Refund,8.47,1
2347,104692,2024-06-07,Technical,4.09,5
2348,101349,2024-12-17,Billing,15.01,4
2349,102758,2024-01-17,Account,12.09,4
2350,102652,2024-10-19,Refund,13.73,2
2351,104681,2024-04-05,Account,7.12,4
2352,102014,2024-12-06,Account,8.48,3
2353,101074,2024-10-20,Technical,33.92,5
2354,101168,2023-09-19,Billing,8.55,2
2355,104304,2024-05-16,Account,24.88,5
2356,104171,2025-01-30,Technical,2.77,2
2357,104372,2024-08-25,Billing,0.06,4
2358,102365,2024-04-26,Technical,1.14,3
2359,103773,2024-11-27,Account,3.21,3
2360,102169,2024-07-17,Refund,8.72,1
2361,102563,2023-01-16,Billing,3.71,1
2362,103085,2024-03-30,Refund,5.3,4
2363,102023,2023-03-30,Refund,2.29,2
2364,101908,2024-03-02,Account,11.74,4
2365,103746,2023-08-12,Refund,6.02,5
2366,101169,2024-03-30,Technical,8.18,4
2367,104952,2025-04-16,Account,14.9,3
2368,104709,2023-12-12,Billing,22.94,3
2369,104192,2024-11-15,Refund,13.5,5
2370,102768,2025-02-26,Refund,2.14,3
2371,103112,2024-10-18,Refund,19.69,3
2372,102907,2023-01-24,Account,2.28,3
2373,100818,2023-04-26,Refund,0.2,5
2374,101763,2023-07-29,Technical,2.38,4
2375,101926,2024-05-17,Account,11.98,4
2376,104533,2023-09-13,Technical,6.27,5
2377,101453,2024-02-17,Billing,4.46,5
2378,102567,2025-01-12,Technical,10.24,5
2379,101307,2024-01-27,Refund,1.86,3
2380,100975,2023-05-07,Account,5.34,5
2381,100712,2025-04-30,Account,43.48,3
2382,103694,2023-06-25,Account,44.27,4
2383,102628,2024-12-06,Billing,31.78,2
2384,103323,2024-10-24,Billing,4.55,1
2385,101771,2025-06-03,Account,3.65,5
2386,101956,2024-05-24,Technical,3.4,5
2387,101893,2024-07-17,Billing,7.93,1
2388,103478,2025-01-18,Technical,29.7,3
2389,104501,2024-06-12,Account,13.68,4
2390,101446,2023-08-16,Account,4.67,4
2391,103295,2023-09-21,Account,3.32,3
2392,103170,2024-08-13,Account,16.58,4
2393,104492,2025-02-16,Billing,8.14,4
2394,104411,2024-07-30,Refund,9.32,2
2395,100116,2024-11-15,Technical,2.02,2
2396,103324,2024-11-18,Refund,3.86,3
2397,100025,2023-01-31,Technical,24.25,1
2398,103031,2023-10-26,Billing,15.0,3
2399,100946,2024-12-23,Technical,13.11,4
2400,104225,2025-04-04,Account,7.1,1
2401,102600,2025-06-04,Account,4.82,3
2402,102826,2024-10-18,Account,13.68,3
2403,100572,2024-12-20,Account,3.64,5
2404,101224,2025-02-12,Technical,10.05,1
2405,100001,2023-12-19,Billing,20.51,1
2406,101899,2024-05-19,Account,16.02,1
2407,102334,2023-06-17,Account,1.6,4
2408,100834,2024-11-05,Technical,9.16,4
2409,100282,2025-03-14,Refund,6.23,3
2410,104407,2025-04-17,Billing,13.97,2
2411,103036,2024-11-09,Technical,3.88,1
2412,103608,2025-03-12,Account,19.96,4
2413,104630,2024-11-10,Technical,4.74,3
2414,102573,2023-07-16,Technical,14.9,5
2415,101698,2023-08-17,Billing,5.07,3
2416,103978,2024-07-18,Technical,0.9,3
2417,100797,2023-11-02,Account,0.01,2
2418,102726,2023-09-13,Account,16.88,1
2419,100133,2024-10-17,Billing,9.33,2
2420,103828,2024-05-29,Technical,14.03,5
2421,103099,2025-02-08,Technical,10.12,4
2422,100747,2024-12-09,Account,2.23,4
2423,101447,2023-04-25,Billing,18.13,4
2424,103526,2023-12-03,Refund,2.59,4
2425,104751,2024-10-18,Technical,17.67,2
2426,102948,2025-01-21,Refund,4.91,2
2427,100294,2024-03-18,Technical,2.9,4
2428,102125,2025-05-22,Technical,7.86,5
2429,100264,2024-02-09,Technical,9.55,2
2430,102177,2023-10-06,Billing,23.15,2
2431,100025,2025-06-05,Billing,0.5,5
2432,100822,2024-09-08,Account,9.21,5
2433,104216,2023-01-08,Billing,24.77,1
2434,100061,2023-04-14,Account,33.34,2
2435,104358,2024-06-12,Technical,3.15,1
2436,100189,2024-08-10,Refund,21.18,2
2437,101344,2023-01-14,Billing,15.7,2
2438,100202,2024-08-06,Refund,1.22,4
2439,103915,2024-06-19,Refund,7.04,1
2440,100251,2023-02-18,Refund,34.55,2
2441,104339,2025-01-29,Refund,7.05,3
2442,103701,2025-06-05,Refund,2.77,5
2443,101053,2023-06-18,Refund,17.56,3
2444,101152,2023-03-11,Account,4.36,1
2445,102038,2024-03-01,Technical,6.96,4
2446,100029,2025-06-16,Refund,5.33,2
2447,102422,2023-11-11,Billing,4.47,1
2448,104572,2025-04-30,Technical,10.44,2
2449,100855,2025-05-30,Billing,17.39,4
2450,101071,2023-02-20,Refund,3.64,1
2451,101757,2023-08-31,Refund,12.63,1
2452,104466,2025-03-18,Billing,17.41,2
2453,103909,2023-05-27,Refund,17.12,5
2454,102518,2024-12-01,Account,8.42,5
2455,102247,2023-10-18,Refund,1.5,3
2456,103192,2024-11-08,Billing,6.53,3
2457,101267,2025-05-14,Technical,20.18,2
2458,104594,2025-01-17,Account,8.68,5
2459,102117,2024-05-03,Technical,32.27,3
2460,100284,2023-05-29,Billing,2.66,3
2461,103434,2024-08-28,Refund,1.26,1
2462,101137,2023-03-05,Account,3.69,2
2463,104089,2023-06-30,Refund,1.69,3
2464,101751,2024-09-09,Refund,8.87,2
2465,103658,2023-05-17,Account,8.78,5
2466,102772,2023-02-23,Billing,8.1,1
2467,101082,2023-05-15,Refund,26.56,4
2468,101519,2024-06-18,Account,1.41,1
2469,100894,2024-06-12,Account,2.03,1
2470,103031,2024-03-05,Technical,0.28,5
2471,104323,2023-02-28,Refund,20.04,5
2472,100799,2024-12-03,Technical,6.5,4
2473,100684,2025-03-07,Refund,12.61,4
2474,104391,2024-02-04,Refund,7.14,4
2475,104406,2025-03-14,Technical,11.99,3
2476,103686,2024-05-04,Billing,20.54,1
2477,103126,2023-04-23,Account,36.72,5
2478,100864,2024-03-27,Account,2.82,5
2479,101548,2024-01-04,Technical,5.43,3
2480,100667,2023-02-09,Billing,23.5,2
2481,104561,2023-12-31,Refund,22.6,5
2482,100690,2025-04-20,Technical,9.03,3
2483,101534,2024-07-06,Technical,3.14,3
2484,103466,2023-07-17,Technical,5.36,5
2485,101210,2023-07-10,Account,6.17,2
2486,102898,2024-05-18,Billing,17.49,4
2487,100952,2023-01-16,Account,0.49,2
2488,100624,2024-01-14,Refund,1.04,2
2489,101649,2024-04-05,Billing,20.05,2
2490,102266,2025-04-18,Technical,1.96,4
2491,102149,2024-12-11,Refund,4.14,1
2492,103607,2023-08-29,Billing,17.3,5
2493,100705,2024-06-16,Account,11.69,1
2494,100962,2023-12-29,Technical,14.9,4
2495,102596,2024-07-12,Billing,8.71,3
2496,104463,2023-10-18,Account,22.31,4
2497,104945,2024-10-19,Technical,12.76,2
2498,104039,2025-03-05,Refund,11.71,2
2499,101014,2024-08-05,Billing,26.73,3
2500,102776,2025-06-09,Refund,6.73,1
2501,102185,2023-03-26,Refund,6.36,4
2502,104021,2023-07-09,Account,26.3,3
2503,100750,2024-06-30,Refund,0.03,2
2504,100948,2023-06-14,Account,73.4,5
2505,104654,2023-01-23,Technical,8.08,4
2506,101376,2024-03-14,Technical,8.98,1
2507,103716,2023-07-11,Technical,18.65,5
2508,103143,2023-04-04,Account,9.47,3
2509,102962,2023-09-10,Account,17.9,1
2510,102168,2024-08-18,Technical,5.71,1
2511,103926,2023-12-27,Refund,8.46,2
2512,102337,2023-03-09,Refund,7.94,2
2513,103440,2023-04-09,Refund,6.34,3
2514,102245,2024-08-27,Technical,7.6,4
2515,103873,2025-03-16,Account,11.55,3
2516,103067,2024-11-01,Billing,3.3,4
2517,103471,2023-05-08,Refund,28.55,1
2518,101244,2025-06-10,Technical,23.52,1
2519,101005,2024-09-08,Refund,6.86,3
2520,103589,2024-09-08,Refund,1.72,1
2521,104848,2023-02-02,Technical,11.16,5
2522,100129,2023-11-05,Refund,27.09,1
2523,102982,2025-05-31,Refund,11.39,1
2524,101986,2023-03-21,Account,19.16,3
2525,100107,2023-05-02,Account,4.16,3
2526,100604,2023-02-20,Refund,39.06,2
2527,103023,2023-08-03,Refund,14.95,2
2528,101169,2025-03-29,Technical,5.18,4
2529,100881,2023-04-11,Billing,4.92,3
2530,101245,2023-04-09,Billing,13.21,1
2531,102654,2024-01-18,Technical,0.67,3
2532,104855,2024-03-02,Billing,0.85,2
2533,100240,2024-10-20,Account,4.91,5
2534,101343,2024-03-10,Billing,7.19,4
2535,104523,2025-04-30,Billing,9.58,5
2536,103044,2024-03-29,Billing,27.05,1
2537,103295,2023-03-25,Refund,16.92,3
2538,100431,2023-11-08,Account,13.04,5
2539,103994,2023-05-24,Technical,1.65,2
2540,102694,2023-08-22,Refund,16.17,2
2541,103718,2023-10-11,Account,0.6,2
2542,104981,2024-01-18,Account,0.34,3
2543,100701,2023-12-27,Technical,37.47,5
2544,103120,2024-05-28,Billing,11.92,2
2545,100756,2023-08-29,Billing,27.02,2
2546,103608,2025-05-15,Technical,24.65,1
2547,100943,2024-04-25,Refund,30.27,3
2548,104226,2025-06-09,Technical,11.51,4
2549,103045,2023-02-20,Billing,5.61,3
2550,101412,2024-06-26,Technical,12.73,5
2551,104215,2024-11-25,Technical,0.06,1
2552,102468,2024-09-09,Technical,5.54,3
2553,103369,2024-08-05,Technical,15.4,1
2554,103720,2024-01-12,Account,3.78,3
2555,100002,2024-02-23,Refund,53.06,4
2556,103535,2025-05-19,Refund,4.47,5
2557,104461,2024-05-13,Technical,47.87,3
2558,104708,2024-02-03,Account,3.23,5
2559,101836,2023-07-24,Technical,21.52,2
2560,100853,2024-04-27,Account,29.67,5
2561,104971,2024-07-15,Refund,17.17,5
2562,102179,2025-06-08,Account,32.97,2
2563,103267,2024-05-08,Billing,4.26,4
2564,103192,2024-11-25,Billing,5.1,1
2565,104969,2023-03-15,Account,18.22,2
2566,103059,2025-04-17,Billing,1.87,4
2567,101611,2024-08-22,Refund,7.77,4
2568,104150,2023-07-28,Account,15.54,5
2569,104592,2025-05-03,Refund,1.52,5
2570,100398,2024-08-22,Technical,25.66,5
2571,103467,2023-03-13,Technical,18.14,2
2572,100507,2024-08-02,Technical,8.92,1
2573,101662,2024-09-13,Account,4.49,2
2574,104952,2024-10-26,Refund,0.85,3
2575,101222,2024-05-12,Refund,21.86,1
2576,104858,2024-04-27,Technical,9.55,1
2577,104917,2023-11-12,Refund,5.11,4
2578,100776,2024-05-03,Technical,7.56,3
2579,103741,2024-03-14,Billing,34.59,3
2580,104562,2025-01-11,Account,0.84,5
2581,103765,2024-01-20,Account,2.28,5
2582,100081,2023-11-29,Account,1.65,1
2583,104789,2024-03-10,Technical,8.44,3
2584,104716,2023-09-11,Billing,10.79,4
2585,103159,2023-05-28,Account,6.31,1
2586,104765,2023-06-05,Billing,35.99,3
2587,100749,2024-01-02,Billing,4.69,1
2588,104046,2023-07-23,Technical,5.98,1
2589,102954,2024-09-24,Account,5.1,2
2590,101203,2023-08-24,Refund,5.77,3
2591,100024,2025-04-03,Refund,31.21,5
2592,103310,2025-01-13,Billing,39.61,4
2593,100459,2024-07-22,Account,16.02,1
2594,103634,2023-12-05,Billing,5.85,2
2595,103631,2023-05-05,Billing,10.08,5
2596,102315,2023-09-14,Technical,13.28,3
2597,100664,2024-10-31,Account,4.15,4
2598,104571,2024-11-15,Refund,4.18,5
2599,103141,2023-01-03,Technical,0.05,4
2600,100972,2024-08-21,Refund,0.28,4
2601,100541,2023-01-05,Technical,13.36,1
2602,104709,2023-01-15,Billing,3.63,4
2603,104277,2025-05-09,Account,9.83,4
2604,104333,2023-10-18,Refund,0.28,3
2605,100493,2024-02-23,Account,1.19,5
2606,103442,2023-06-28,Technical,6.14,3
2607,100503,2024-11-11,Technical,1.0,1
2608,100551,2023-09-02,Refund,21.53,1
2609,102596,2024-08-18,Technical,0.29,1
2610,102688,2023-10-02,Billing,14.19,2
2611,104445,2024-02-17,Account,14.76,4
2612,103948,2024-05-21,Account,15.78,3
2613,100529,2024-01-17,Refund,10.0,5
2614,103619,2024-05-15,Account,0.65,5
2615,103705,2023-03-02,Refund,6.02,3
2616,103478,2023-11-29,Account,15.54,3
2617,101716,2023-06-21,Account,5.05,2
2618,103797,2024-04-01,Account,26.61,4
2619,101852,2024-04-28,Billing,9.08,1
2620,100047,2025-05-16,Refund,14.41,3
2621,100387,2023-12-29,Technical,6.12,2
2622,101087,2024-03-12,Technical,11.92,5
2623,104269,2025-01-11,Account,8.15,2
2624,104944,2024-07-06,Refund,11.86,5
2625,102046,2023-06-27,Account,2.63,3
2626,100122,2025-06-16,Refund,8.0,4
2627,102478,2023-08-14,Refund,12.32,3
2628,101165,2023-10-01,Technical,7.69,4
2629,103363,2024-07-30,Account,5.04,1
2630,101756,2024-04-17,Technical,24.76,4
2631,104478,2025-02-03,Refund,61.52,3
2632,100005,2023-06-27,Billing,1.46,1
2633,100630,2023-06-08,Account,23.5,3
2634,102364,2025-06-01,Technical,19.04,4
2635,100933,2024-06-28,Technical,28.2,2
2636,104509,2025-02-28,Billing,4.5,4
2637,103692,2024-01-25,Technical,5.69,2
2638,102337,2023-08-09,Technical,9.66,5
2639,103930,2024-10-10,Technical,19.69,2
2640,101922,2023-08-02,Refund,4.1,4
2641,101111,2025-02-06,Refund,7.43,4
2642,102099,2024-08-11,Billing,9.17,2
2643,103039,2024-01-15,Billing,15.27,3
2644,101174,2024-06-07,Account,0.8,3
2645,102928,2025-02-04,Technical,24.03,4
2646,100343,2023-12-20,Billing,15.62,2
2647,104436,2025-03-12,Billing,4.99,3
2648,100195,2024-02-24,Refund,9.92,3
2649,104793,2024-10-10,Account,28.29,3
2650,102541,2023-01-01,Refund,13.4,5
2651,100304,2024-06-07,Refund,2.9,3
2652,101939,2024-06-06,Refund,3.73,1
2653,103450,2023-06-05,Account,0.59,5
2654,100084,2023-03-22,Technical,0.79,4
2655,103315,2024-09-04,Technical,5.99,1
2656,104871,2024-10-16,Billing,12.85,1
2657,103481,2023-01-05,Refund,11.18,4
2658,104454,2023-06-02,Refund,1.05,4
2659,103983,2024-09-29,Account,3.84,2
2660,102220,2024-05-04,Billing,2.44,3
2661,104919,2024-02-24,Technical,9.1,5
2662,100796,2024-02-15,Account,24.74,2
2663,101682,2024-03-17,Billing,9.09,2
2664,102699,2024-01-20,Technical,3.42,4
2665,100177,2024-03-31,Technical,17.67,2
2666,103527,2023-02-13,Account,2.94,3
2667,103531,2024-04-30,Account,16.8,1
2668,100879,2023-09-21,Account,29.05,3
2669,100598,2024-02-07,Account,56.78,5
2670,103668,2023-02-26,Account,22.99,5
2671,103613,2025-01-13,Billing,31.97,2
2672,101376,2024-09-18,Refund,13.73,2
2673,100152,2024-05-07,Technical,27.18,1
2674,102834,2025-04-23,Technical,7.13,4
2675,102325,2024-06-20,Account,1.51,3
2676,101284,2024-11-24,Account,2.27,4
2677,102266,2024-01-21,Refund,24.82,5
2678,102922,2024-10-28,Refund,2.47,3
2679,101649,2024-04-01,Account,2.9,4
2680,102685,2025-01-29,Technical,9.76,1
2681,100005,2023-12-01,Account,38.33,1
2682,101280,2023-07-04,Billing,19.79,1
2683,102765,2024-09-01,Billing,4.59,4
2684,100131,2024-12-14,Technical,5.43,4
2685,101887,2024-05-12,Technical,20.99,3
2686,103627,2024-05-26,Refund,6.56,3
2687,104459,2023-03-07,Refund,18.68,3
2688,104914,2023-05-03,Billing,0.2,5
2689,100533,2023-11-09,Refund,3.75,5
2690,102416,2025-05-05,Account,4.63,1
2691,103664,2024-12-25,Account,26.15,5
2692,102939,2024-05-17,Technical,9.35,5
2693,100843,2025-02-10,Account,33.89,2
2694,103934,2023-08-02,Refund,9.75,3
2695,104533,2024-10-23,Technical,9.2,3
2696,102662,2025-03-09,Refund,16.64,2
2697,103066,2023-01-28,Billing,21.17,3
2698,102100,2024-06-22,Refund,0.39,5
2699,102094,2025-04-12,Account,3.45,1
2700,101502,2023-03-21,Technical,3.58,5
2701,103452,2025-01-01,Refund,22.54,3
2702,104823,2023-03-06,Account,0.17,2
2703,104080,2023-08-22,Billing,8.02,4
2704,104756,2023-02-20,Billing,2.06,3
2705,102215,2025-05-14,Technical,13.5,5
2706,101349,2024-11-10,Account,12.49,2
2707,100379,2024-03-30,Refund,2.3,1
2708,101322,2024-08-19,Billing,0.32,3
2709,104329,2023-08-21,Account,0.63,2
2710,104411,2023-02-26,Account,65.64,2
2711,104444,2023-06-30,Billing,3.65,3
2712,100087,2025-03-09,Account,15.67,1
2713,103770,2023-06-19,Account,35.0,3
2714,100419,2024-12-31,Technical,15.7,2
2715,102857,2024-09-03,Technical,8.37,3
2716,101329,2023-07-05,Refund,16.79,3
2717,101449,2024-06-25,Refund,39.55,3
2718,101657,2024-09-13,Account,9.84,4
2719,103277,2023-02-06,Account,9.12,3
2720,102801,2023-06-13,Account,1.78,2
2721,102588,2023-11-17,Billing,0.74,2
2722,104767,2025-03-15,Technical,9.2,1
2723,104531,2023-09-03,Billing,4.25,2
2724,103305,2025-06-11,Billing,13.42,3
2725,103041,2024-06-08,Technical,23.16,2
2726,100188,2023-05-11,Account,0.69,1
2727,103142,2025-04-20,Account,3.39,4
2728,101841,2023-11-03,Billing,10.65,3
2729,104730,2025-01-19,Technical,41.33,1
2730,103729,2024-10-08,Billing,20.16,1
2731,100918,2023-11-06,Refund,30.7,4
2732,101492,2024-06-26,Account,9.03,4
2733,100737,2023-06-21,Refund,11.26,3
2734,103591,2023-10-30,Billing,31.14,3
2735,103537,2023-10-10,Technical,1.74,1
2736,100974,2025-01-13,Refund,2.05,3
2737,104217,2023-03-28,Account,24.76,5
2738,101364,2023-05-06,Billing,0.41,2
2739,101765,2024-01-30,Billing,9.54,3
2740,104379,2023-09-27,Refund,2.94,1
2741,103265,2024-10-11,Account,31.9,2
2742,103622,2025-06-14,Billing,1.26,1
2743,100075,2024-05-05,Refund,19.88,2
2744,104343,2023-02-07,Billing,14.28,2
2745,103122,2024-05-24,Account,6.51,1
2746,102162,2025-01-17,Account,17.5,5
2747,100299,2025-05-12,Account,14.07,3
2748,102784,2023-12-04,Technical,2.51,4
2749,100328,2024-09-07,Account,16.43,2
2750,104796,2024-02-05,Technical,7.27,5
2751,104222,2023-02-02,Technical,1.56,5
2752,100063,2024-04-01,Account,0.12,4
2753,102633,2025-04-17,Account,4.25,1
2754,100364,2023-04-29,Billing,2.0,5
2755,101341,2025-04-07,Billing,11.31,4
2756,103393,2024-03-19,Billing,5.29,4
2757,101175,2024-06-24,Technical,27.59,2
2758,102397,2024-07-18,Account,2.31,5
2759,100155,2023-01-26,Account,7.08,5
2760,100010,2024-08-01,Account,5.1,4
2761,101853,2023-11-21,Technical,2.73,5
2762,100552,2023-01-14,Account,22.7,5
2763,103786,2024-10-30,Billing,17.52,4
2764,104187,2023-04-09,Account,2.14,1
2765,103030,2024-07-29,Billing,14.31,3
2766,101487,2023-08-01,Account,19.85,1
2767,104910,2024-11-14,Billing,20.0,2
2768,102940,2024-10-09,Billing,10.01,3
2769,102801,2024-02-19,Refund,22.66,3
2770,104582,2024-06-26,Billing,12.92,5
2771,100298,2023-08-11,Billing,1.18,4
2772,101120,2024-03-31,Technical,5.67,3
2773,103126,2024-04-18,Billing,4.96,2
2774,101005,2023-10-18,Technical,8.04,1
2775,102064,2023-03-21,Refund,26.92,5
2776,103537,2023-11-11,Billing,57.62,4
2777,104143,2024-10-06,Account,3.56,4
2778,100302,2023-11-26,Refund,17.23,3
2779,102290,2024-12-31,Billing,50.01,1
2780,104477,2024-12-02,Account,10.77,5
2781,100546,2024-03-04,Account,18.13,5
2782,102724,2024-04-08,Account,0.3,4
2783,102476,2023-05-02,Technical,7.63,5
2784,101771,2023-07-08,Refund,8.43,2
2785,103359,2025-01-26,Account,25.26,1
2786,100661,2025-04-07,Billing,25.4,3
2787,100530,2024-01-22,Account,12.2,3
2788,101764,2023-02-09,Billing,3.25,4
2789,101821,2024-04-22,Refund,3.42,5
2790,102183,2024-01-10,Billing,9.24,2
2791,104763,2023-02-13,Technical,22.18,1
2792,100028,2023-12-04,Refund,2.32,3
2793,103347,2025-03-31,Account,0.13,2
2794,100589,2024-04-13,Account,2.39,4
2795,103772,2025-04-29,Billing,21.86,3
2796,103320,2025-06-05,Billing,11.4,1
2797,102393,2023-03-18,Refund,2.21,4
2798,102054,2024-08-12,Billing,6.96,2
2799,102843,2025-05-06,Refund,5.86,1
2800,102136,2023-03-22,Refund,72.75,3
2801,101723,2023-06-24,Account,1.64,5
